861	熟		［小］ジュク	［中］う（れる） ［外］う（む）、こな（す）、こな（れる）、つくづく、つらつら、な（れる）、に（える）、に（る）	15	灬	① うむ。うれる。じゅくす。作物が実る。 ② 煮る。煮える。 ③ こなす。なれる。こなれる。 ④ つくづく。つらつら。じっと。くわしく。よくよく。 ⑤ 十分に発展する。完全な状態になる。	5	［小］ 未熟 ・ 成熟 ［中］ 熟れる（１） ・ 熟れ ［外］ 熟む ・ 熟る ・ 熟す ・ 熟れる（２） ・ 熟れる（３） ・ 熟える ・ 熟（１） ・ 熟（２） ・ 熟し ・ 身熟し ・ 生熟れ	［小］ 未[み]熟[じゅく] ・ 成[せい]熟[じゅく] ［中］ 熟[う]れる（１） ・ 熟[う]れ ［外］ 熟[う]む ・ 熟[に]る ・ 熟[こな]す ・ 熟[な]れる（２） ・ 熟[こな]れる（３） ・ 熟[に]える ・ 熟[つらつら]（１） ・ 熟[つくづく]（２） ・ 熟[こな]し ・ 身[み]熟[ごな]し ・ 生[なま]熟[な]れ	https://kanji.jitenon.jp/kanjib/903.html		15_strokes level_5 on_yomi_ジュク radical_灬
862	蚕	蠶	［小］サン ［外］テン	［小］かいこ ［外］こ	10	虫	【A】サン・かいこ・こ ① かいこ。クワの葉をたべ、まゆをつくる。 ② かいこを飼う。 【B】テン みみず。	5	［小］ 蚕 ・ 養蚕 ・ 蚕具 ・ 蚕糸 ・ 蚕業 ［外］ 夏蚕 ・ 桑蚕 ・ 蚕食鯨呑	［小］ 蚕[かいこ] ・ 養[よう]蚕[さん] ・ 蚕[さん]具[ぐ] ・ 蚕[さん]糸[し] ・ 蚕[さん]業[ぎょう] ［外］ 夏[なつ]蚕[ご] ・ 桑[くわ]蚕[こ] ・ 蚕[さん]食[しょく]鯨[げい]呑[どん]	https://kanji.jitenon.jp/kanjib/883.html		10_strokes level_5 on_yomi_サン on_yomi_テン radical_虫
863	厳	嚴	［小］ゲン ［高］ゴン	［小］きび（しい） ［中］おごそ（か） ［外］いか（つい）、いかめ（しい）	17	⺍	① きびしい。きつい。程度がはげしい。一瞬の気のゆるみも許されない。 ② おごそか。いかめしい。いかつい。 ③ 父。父親。母のことは「慈」という。	5	［小］ 厳しい（１） ・ 厳格 ・ 厳重 ・ 厳しさ ［中］ 厳か ［高］ 荘厳 ・ 華厳 ［外］ 厳つい ・ 厳しい（２） ・ 厳い	［小］ 厳[きび]しい（１） ・ 厳[げん]格[かく] ・ 厳[げん]重[じゅう] ・ 厳[きび]しさ ［中］ 厳[おごそ]か ［高］ 荘[そう]厳[ごん] ・ 華[け]厳[ごん] ［外］ 厳[いか]つい ・ 厳[いかめ]しい（２） ・ 厳[いか]い	https://kanji.jitenon.jp/kanjib/862.html		17_strokes level_5 on_yomi_ゲン on_yomi_ゴン radical_⺍
864	揮		［小］キ	［外］ふる（う）	12	扌	① ふるう。ふり回す。ふり動かす。 ② ふるう。はらいのける。まきちらす。	5	［小］ 指揮 ・ 発揮 ・ 揮発 ・ 揮発油 ・ 総指揮 ・ 指揮者 ［外］ 揮う ・ 筆を揮う ・ 涙を揮って馬謖を斬る	［小］ 指[し]揮[き] ・ 発[はっ]揮[き] ・ 揮[き]発[はつ] ・ 揮[き]発[はつ]油[ゆ] ・ 総[そう]指[し]揮[き] ・ 指[し]揮[き]者[しゃ] ［外］ 揮[ふる]う ・ 筆[ふで]を揮[ふる]う ・ 涙[なみだ]を揮[ふる]って馬[ば]謖[しゅく]を斬[き]る	https://kanji.jitenon.jp/kanjib/843.html		12_strokes level_5 on_yomi_キ radical_扌
865	遺		［小］イ ［中］ユイ	［外］す（てる）、のこ（す）、のこ（る）、わす（れる）	15	辶	① すてる。捨て去る。 ② のこす。のこる。あとにのこす。 ③ わすれる。 ④ おとす。失う。なくす。 ⑤ ぬける。ぬかる。ておち。 ⑥ ゆばり。いばり。小便。寝小便。 ⑦ 物品をおくる。やる。	5	［小］ 遺体 ・ 遺伝 ・ 遺産 ［中］ 遺言 ・ 遺憾 ・ 遺跡 ［外］ 遺る ・ 遺す ・ 遺てる ・ 遺れる	［小］ 遺[い]体[たい] ・ 遺[い]伝[でん] ・ 遺[い]産[さん] ［中］ 遺[ゆい]言[ごん] ・ 遺[い]憾[かん] ・ 遺[い]跡[せき] ［外］ 遺[のこ]る ・ 遺[のこ]す ・ 遺[す]てる ・ 遺[わす]れる	https://kanji.jitenon.jp/kanjib/825.html		15_strokes level_5 on_yomi_イ on_yomi_ユイ radical_辶
866	乱	亂	［小］ラン ［外］ロン	［小］みだ（す）、みだ（れる） ［外］みだ（りに）	7	乚	① みだす。みだれる。秩序がない。まとまらない。 ② みだれ。混乱。反乱。 ③ みだりに。むやみに。やたらと。 ④ わたる。川の流れを横切ってわたる。 ⑤ 音楽のまとめとなる最後の一節。	5	［小］ 乱す ・ 乱れる ・ 波乱 ・ 反乱 ・ 動乱 ・ 乱用 ・ 混乱 ［外］ 乱りに ・ 胡乱の沙汰	［小］ 乱[みだ]す ・ 乱[みだ]れる ・ 波[は]乱[らん] ・ 反[はん]乱[らん] ・ 動[どう]乱[らん] ・ 乱[らん]用[よう] ・ 混[こん]乱[らん] ［外］ 乱[みだ]りに ・ 胡[う]乱[ろん]の沙[さ]汰[た]	https://kanji.jitenon.jp/kanjib/997.html		7_strokes level_5 on_yomi_ラン on_yomi_ロン radical_乚
867	片		［中］ヘン	［小］かた ［外］きれ、ひら、ペンス	4	片	① かた。かたわれ。二つのうちの一方。 ② 木ぎれ。木を二つに割ったうちの右半分。 ③ ひら。きれ。薄く小さいもののかけら。また、それらを数える語。 ④ わずか。少し。ちょっと。 【日本】 ペンス。イギリスの貨幣単位「pence（ペンス）」の音訳字。	5	［小］ 片手 ・ 片方 ［中］ 断片 ・ 破片 ・ 木片 ［外］ 片 ・ 一片 ・ 札片を切る	［小］ 片[かた]手[て] ・ 片[かた]方[ほう] ［中］ 断[だん]片[ぺん] ・ 破[は]片[へん] ・ 木[もく]片[へん] ［外］ 片[ペンス] ・ 一[ひと]片[ひら] ・ 札[さつ]片[びら]を切[き]る	https://kanji.jitenon.jp/kanjie/2136.html		4_strokes level_5 on_yomi_ヘン radical_片
868	乳		［小］ニュウ ［外］ジュ、ニュ	［小］ちち ［中］ち	8	乚	① ち。ちち。 ② ちちを飲まれることから、育てる・子育て・やしなうなどの意。 ③ うまれたばかり。うまれてまもない。幼い。	5	［小］ 乳 ・ 乳児 ・ 牛乳 ・ もらい乳 ［中］ 乳房 ・ 乳首 ・ 添え乳 ［高］ 泣く子に乳	［小］ 乳[ちち] ・ 乳[にゅう]児[じ] ・ 牛[ぎゅう]乳[にゅう] ・ もらい乳[ぢち] ［中］ 乳[ち]房[ぶさ] ・ 乳[ち]首[くび] ・ 添[そ]え乳[ぢ] ［高］ 泣[な]く子[こ]に乳[ちち]	https://kanji.jitenon.jp/kanjib/959.html		8_strokes level_5 on_yomi_ジュ on_yomi_ニュ on_yomi_ニュウ radical_乚
869	誕		［小］タン	［外］いつわ（る）、う（まれる）、ほしいまま	15	言	① うそ。いつわり。でたらめ。 ② いつわる。あざむく。だます。 ③ 大きい。広い。 ④ ほしいまま。きまま。 ⑤ 生まれる。 ⑥ 育てる。	5	［小］ 生誕 ・ 誕生 ・ 誕生日 ・ お誕生日 ・ お誕生日おめでとうございます ［高］ 妄誕無稽 ・ 虚誕妄説 ・ 怪誕不経 ［外］ 誕る ・ 誕まれる	［小］ 生[せい]誕[たん] ・ 誕[たん]生[じょう] ・ 誕[たん]生[じょう]日[び] ・ お誕[たん]生[じょう]日[び] ・ お誕[たん]生[じょう]日[び]おめでとうございます ［高］ 妄[もう]誕[たん]無[む]稽[けい] ・ 虚[きょ]誕[たん]妄[もう]説[せつ] ・ 怪[かい]誕[たん]不[ふ]経[けい] ［外］ 誕[いつわ]る ・ 誕[う]まれる	https://kanji.jitenon.jp/kanjib/941.html		15_strokes level_5 on_yomi_タン radical_言
870	専	專	［小］セン	［中］もっぱ（ら） ［外］ほしいまま	9	寸	① もっぱら。ひたすら。いちずに。 ② ほしいまま。ほしいままにする。もっぱらにする。また、ひとりじめにする。	5	［小］ 専念 ・ 専業 ・ 専務 ・ 専門 ・ 専用 ・ 専門家 ［中］ 専ら ・ 専攻	［小］ 専[せん]念[ねん] ・ 専[せん]業[ぎょう] ・ 専[せん]務[む] ・ 専[せん]門[もん] ・ 専[せん]用[よう] ・ 専[せん]門[もん]家[か] ［中］ 専[もっぱ]ら ・ 専[せん]攻[こう]	https://kanji.jitenon.jp/kanjib/922.html		9_strokes level_5 on_yomi_セン radical_寸
